state_school_id,county,campus,school_type,number_of_students,percent_economically_disadvantaged,percent_eb_el_students,overall_score,metric,value,year,students_group
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,"College, Career, & Military Ready",70.1,2022,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,"College, Career, & Military Ready",97.6,2023,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,"College, Career, & Military Ready",97.0,2023,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,"College, Career, & Military Ready",96.9,2023,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 1,25.0,2024,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 1,25.0,2024,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 1,24.0,2024,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 2,29.0,2024,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 2,29.0,2024,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,English 2,27.0,2024,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,841.0,2022,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,838.0,2022,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,806.0,2022,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,814.0,2023,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,812.0,2023,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,SAT,813.0,2023,Emergent Bilingual Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,US History,41.0,2024,All Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,US History,36.0,2024,Economically Disadvantaged Students
TX-057905-057905008,Dallas,Justin F Kimball H S,High School,1255,84.9,51.6,74.0,US History,38.0,2024,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,17.4,2022,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,17.3,2022,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,16.8,2022,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,,2023,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,,2023,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,ACT,,2023,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Algebra 1,72.0,2024,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Algebra 1,75.0,2024,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Algebra 1,86.0,2024,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Biology,85.0,2024,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Biology,85.0,2024,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Biology,79.0,2024,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,9.6,2022,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,10.7,2022,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,3.9,2022,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,7.8,2023,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,9.0,2023,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,Chronic Absenteeism,5.7,2023,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",100.0,2022,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",100.0,2022,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",100.0,2022,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",96.2,2023,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",96.7,2023,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,"College, Career, & Military Ready",92.9,2023,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 1,94.0,2024,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 1,94.0,2024,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 1,94.0,2024,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 2,91.0,2024,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 2,93.0,2024,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,English 2,86.0,2024,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,928.0,2022,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,930.0,2022,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,930.0,2022,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,963.0,2023,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,955.0,2023,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,SAT,932.0,2023,Emergent Bilingual Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,US History,85.0,2024,All Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,US History,85.0,2024,Economically Disadvantaged Students
TX-057905-057905085,Dallas,Kathlyn Joy Gilliam Collegiate Academy,High School,337,72.7,29.1,97.0,US History,86.0,2024,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,18.7,2022,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,15.6,2022,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,13.3,2022,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,18.3,2023,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,15.3,2023,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,ACT,13.1,2023,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Algebra 1,19.0,2024,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Algebra 1,18.0,2024,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Algebra 1,11.0,2024,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Biology,53.0,2024,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Biology,38.0,2024,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Biology,22.0,2024,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,29.1,2022,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,37.9,2022,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,30.2,2022,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,29.2,2023,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,37.9,2023,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,Chronic Absenteeism,33.9,2023,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",53.8,2022,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",38.4,2022,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",30.9,2022,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",77.6,2023,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",68.4,2023,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,"College, Career, & Military Ready",67.9,2023,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 1,50.0,2024,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 1,36.0,2024,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 1,21.0,2024,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 2,55.0,2024,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 2,39.0,2024,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,English 2,20.0,2024,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,1127.0,2022,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,957.0,2022,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,869.0,2022,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,1098.0,2023,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,956.0,2023,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,SAT,859.0,2023,Emergent Bilingual Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,US History,73.0,2024,All Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,US History,61.0,2024,Economically Disadvantaged Students
TX-057916-057916002,Dallas,Lake Highlands H S,High School,2924,53.6,25.1,81.0,US History,36.0,2024,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,16.9,2022,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,15.2,2022,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,13.0,2022,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,20.0,2023,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,17.9,2023,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,ACT,,2023,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Algebra 1,37.0,2024,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Algebra 1,32.0,2024,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Algebra 1,38.0,2024,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Biology,68.0,2024,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Biology,63.0,2024,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Biology,58.0,2024,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,31.3,2022,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,34.0,2022,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,26.9,2022,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,27.2,2023,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,29.3,2023,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,Chronic Absenteeism,25.7,2023,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",81.9,2022,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",77.5,2022,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",72.5,2022,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",92.9,2023,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",93.9,2023,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,"College, Career, & Military Ready",88.4,2023,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 1,53.0,2024,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 1,49.0,2024,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 1,46.0,2024,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 2,60.0,2024,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 2,56.0,2024,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,English 2,43.0,2024,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,958.0,2022,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,919.0,2022,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,815.0,2022,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,944.0,2023,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,919.0,2023,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,SAT,804.0,2023,Emergent Bilingual Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,US History,67.0,2024,All Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,US History,63.0,2024,Economically Disadvantaged Students
TX-057909-057909005,Dallas,Lakeview Centennial H S,High School,2138,71.6,23.5,92.0,US History,52.0,2024,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,15.1,2022,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,15.0,2022,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,13.4,2022,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,15.3,2023,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,15.0,2023,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,ACT,14.7,2023,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Algebra 1,12.0,2024,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Algebra 1,12.0,2024,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Algebra 1,7.0,2024,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Biology,34.0,2024,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Biology,35.0,2024,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Biology,30.0,2024,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,38.5,2022,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,40.5,2022,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,36.2,2022,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,34.4,2023,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,35.7,2023,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,Chronic Absenteeism,40.8,2023,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",79.1,2022,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",78.0,2022,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",62.5,2022,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",82.4,2023,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",80.4,2023,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,"College, Career, & Military Ready",75.0,2023,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 1,36.0,2024,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 1,37.0,2024,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 1,19.0,2024,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 2,46.0,2024,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 2,46.0,2024,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,English 2,20.0,2024,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,975.0,2022,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,935.0,2022,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,,2022,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,928.0,2023,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,918.0,2023,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,SAT,,2023,Emergent Bilingual Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,US History,44.0,2024,All Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,US History,44.0,2024,Economically Disadvantaged Students
TX-057913-057913001,Dallas,Lancaster H S,High School,2313,97.8,10.4,76.0,US History,34.0,2024,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,13.9,2022,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,13.7,2022,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,13.6,2022,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,,2023,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,,2023,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,ACT,,2023,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Algebra 1,15.0,2024,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Algebra 1,14.0,2024,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Algebra 1,9.0,2024,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Biology,34.0,2024,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Biology,34.0,2024,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Biology,31.0,2024,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,62.9,2022,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,63.2,2022,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,55.1,2022,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,59.0,2023,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,60.0,2023,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,Chronic Absenteeism,47.9,2023,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,"College, Career, & Military Ready",55.5,2022,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,"College, Career, & Military Ready",53.5,2022,Economically Disadvantaged Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,"College, Career, & Military Ready",29.4,2022,Emergent Bilingual Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,"College, Career, & Military Ready",65.9,2023,All Students
TX-057905-057905009,Dallas,Lincoln Humanities/Communications Magnet High Sch,High School,660,95.9,20.9,69.0,"College, Career, & Military Ready",65.9,2023,Economically Disadvantaged Students
